root,leaf,n
shopping,herb_and_spice_store,10
shopping,organic_grocery_store,10
shopping,leather_goods_store,10
shopping,hair_supply_store,9
shopping,sunglasses_store,9
shopping,costume_store,9
shopping,adult_store,8
shopping,comic_books_store,8
shopping,party_supply_store,8
shopping,souvenir_store,8
shopping,uniform_store,7
shopping,pop_up_store,7
shopping,video_and_video_game_rental,7
shopping,kitchen_and_bath_store,7
shopping,skate_store,7
shopping,vinyl_record_store,6
shopping,cooking_classes,6
shopping,art_supply_store,6
shopping,electrical_supply_store,5
shopping,flea_market,5
shopping,lumber_store,5
shopping,books_music_and_video_store,5
shopping,health_market,5
shopping,pawn_shop,5
shopping,safety_equipment_store,5
shopping,seafood_market,5
shopping,tile_store,4
shopping,maternity_wear,4
shopping,auction_house,4
shopping,dancewear_store,4
shopping,trophy_store,4
shopping,hearing_aid_store,4
shopping,swimwear_store,4
shopping,linen_store,4
shopping,educational_supply_store,4
shopping,custom_t_shirt_store,4
shopping,academic_bookstore,4
shopping,outdoor_furniture_store,4
shopping,wig_store,4
shopping,car_stereo_store,4
shopping,outdoor_store,4
shopping,audio_visual_equipment_store,4
shopping,rug_store,3
shopping,diamond_dealer,3
shopping,aquatic_pet_store,3
shopping,embroidery_and_crochet_store,3
shopping,used_auto_dealer,3
shopping,handbag_store,3
shopping,newspaper_and_magazines_store,3
shopping,custom_cakes_shop,3
shopping,surf_store,3
shopping,motorsports_store,2
shopping,baby_gear_and_nursery_store,2
shopping,truck_dealer,2
shopping,packing_supply_store,2
shopping,craft_store,2
shopping,forklift_dealer,2
shopping,bedding_and_bath_store,2
shopping,olive_oil_store,2
shopping,auto_broker,2
shopping,customized_merchandise_store,2
shopping,fitness_exercise_store,2
shopping,hydroponic_gardening_store,2
shopping,hunting_and_fishing_store,2
shopping,pasta_store,2
shopping,candle_store,2
shopping,welding_supply_store,2
shopping,wallpaper_store,1
shopping,street_vendor,1
shopping,battery_store,1
shopping,gun_and_ammo_store,1
shopping,dental_supply_store,1
shopping,denim_wear_store,1
shopping,car_auction,1
shopping,formal_wear_store,1
shopping,junkyard,1
shopping,hot_tub_and_pool_store,1
shopping,knitting_supply_store,1
shopping,night_market,1
shopping,holiday_market,1
shopping,coffee_and_tea_supplies,1
shopping,recreational_vehicle_dealer,1
shopping,used_bookstore,1
shopping,dairy_store,1
shopping,trailer_dealer,1
shopping,boat_dealer,1
shopping,dive_store,1
shopping,christmas_tree_store,1
shopping,ski_and_snowboard_store,1
shopping,safe_store,1
shopping,vehicle_dealer,1
shopping,piano_store,1
shopping,agricultural_seed_store,1
shopping,superstore,1
shopping,outlet_store,1
shopping,plus_size_clothing_store,1
shopping,home_theater_systems_stores,1
shopping,patisserie_cake_shop,1
shopping,guitar_store,1
shopping,golf_equipment_store,1
shopping,orthopedic_shoe_store,1
sports_and_recreation,park,271
sports_and_recreation,gym,252
sports_and_recreation,martial_arts_club,98
sports_and_recreation,dance_studio,96
sports_and_recreation,yoga_studio,83
sports_and_recreation,sports_and_recreation,72
sports_and_recreation,pilates_studio,67
sports_and_recreation,fitness_trainer,55
sports_and_recreation,playground,48
sports_and_recreation,sport_or_fitness_facility,38
sports_and_recreation,bike_rental,25
sports_and_recreation,hiking_trail,18
sports_and_recreation,tennis_court,15
sports_and_recreation,dog_park,13
sports_and_recreation,swimming_pool,11
sports_and_recreation,skate_park,11
sports_and_recreation,national_park,11
sports_and_recreation,baseball_field,10
sports_and_recreation,golf_course,10
sports_and_recreation,boot_camp,9
sports_and_recreation,fencing_club,8
sports_and_recreation,fishing_charter,7
sports_and_recreation,gymnastics_center,7
sports_and_recreation,bowling_alley,5
sports_and_recreation,sport_or_recreation_club,5
sports_and_recreation,rock_climbing_spot,4
sports_and_recreation,soccer_field,4
sports_and_recreation,boat_rental_and_training,4
sports_and_recreation,pool_billiards,4
sports_and_recreation,ice_skating_rink,4
sports_and_recreation,boxing_class,4
sports_and_recreation,amateur_sport_team,4
sports_and_recreation,miniature_golf_course,3
sports_and_recreation,cycling_class,3
sports_and_recreation,boxing_gym,3
sports_and_recreation,sky_diving,2
sports_and_recreation,fishing_club,2
sports_and_recreation,kiteboarding,2
sports_and_recreation,basketball_court,2
sports_and_recreation,shooting_range,2
sports_and_recreation,canoe_and_kayak_hire_service,2
sports_and_recreation,lawn_bowling_club,2
sports_and_recreation,barre_class,2
sports_and_recreation,swimming_instructor,2
sports_and_recreation,soccer_club,2
sports_and_recreation,table_tennis_club,1
sports_and_recreation,qi_gong_studio,1
sports_and_recreation,self_defense_class,1
sports_and_recreation,kickboxing_club,1
sports_and_recreation,tai_chi_studio,1
sports_and_recreation,chinese_martial_arts_club,1
sports_and_recreation,professional_sport_league,1
sports_and_recreation,indoor_golf_center,1
sports_and_recreation,batting_cage,1
sports_and_recreation,roller_skating_rink,1
sports_and_recreation,golf_instructor,1
sports_and_recreation,brazilian_jiu_jitsu_club,1
sports_and_recreation,professional_sport_team,1
sports_and_recreation,race_track,1
sports_and_recreation,state_park,1
sports_and_recreation,disc_golf_course,1
sports_and_recreation,archery_range,1
sports_and_recreation,rafting_kayaking_area,1
sports_and_recreation,horseback_riding_service,1
sports_and_recreation,football_club,1
sports_and_recreation,ski_and_snowboard_school,1
sports_and_recreation,cardio_class,1
sports_and_recreation,karate_club,1
sports_and_recreation,amateur_sport_league,1
travel_and_transportation,automotive_repair,210
travel_and_transportation,parking,136
travel_and_transportation,travel_service,91
travel_and_transportation,gas_station,83
travel_and_transportation,auto_body_shop,70
travel_and_transportation,travel_and_transportation,69
travel_and_transportation,luggage_storage,64
travel_and_transportation,travel_agent,59
travel_and_transportation,tour_operator,47
travel_and_transportation,auto_glass_service,36
travel_and_transportation,passport_and_visa_service,33
travel_and_transportation,limo_service,28
travel_and_transportation,automotive_service,25
travel_and_transportation,sightseeing_tour_agency,24
travel_and_transportation,towing_service,23
travel_and_transportation,ev_charging_station,17
travel_and_transportation,train_station,17
travel_and_transportation,bus_station,17
travel_and_transportation,car_wash,16
travel_and_transportation,auto_detailing,13
travel_and_transportation,visitor_center,12
travel_and_transportation,motorcycle_repair,11
travel_and_transportation,windshield_installation_and_repair,11
travel_and_transportation,tire_dealer_and_repair,11
travel_and_transportation,emissions_inspection,9
travel_and_transportation,tire_shop,8
travel_and_transportation,car_window_tinting,7
travel_and_transportation,boat_tour,7
travel_and_transportation,boat_service,5
travel_and_transportation,brake_service_and_repair,5
travel_and_transportation,taxi_service,5
travel_and_transportation,bus_tour,5
travel_and_transportation,car_sharing,5
travel_and_transportation,food_tour,5
travel_and_transportation,oil_change_station,4
travel_and_transportation,airport,4
travel_and_transportation,light_rail_and_subway_station,4
travel_and_transportation,public_transit_facility_or_service,4
travel_and_transportation,auto_security,4
travel_and_transportation,vacation_rental_agent,3
travel_and_transportation,airport_shuttle,2
travel_and_transportation,ride_share_service,2
travel_and_transportation,auto_restoration_service,2
travel_and_transportation,auto_upholstery,2
travel_and_transportation,truck_repair,2
travel_and_transportation,auto_electrical_repair,2
travel_and_transportation,emergency_roadside_service,2
travel_and_transportation,transmission_repair,2
travel_and_transportation,automobile_registration_service,1
travel_and_transportation,airport_terminal,1
travel_and_transportation,airline,1
travel_and_transportation,train,1
travel_and_transportation,historical_tour,1
travel_and_transportation,automotive_consultant,1
travel_and_transportation,wine_tour,1
travel_and_transportation,auto_customization,1
travel_and_transportation,roadside_assistance,1
travel_and_transportation,bus_ticket_agency,1
